cls,xmin,ymin,xmax,ymax,name
8.0,211.0,108.0,338.0,352.0,2009_003253.xml
10.0,186.0,183.0,374.0,486.0,2009_003253.xml
16.0,186.0,280.0,242.0,326.0,2009_003254.xml
16.0,279.0,311.0,321.0,337.0,2009_003254.xml
6.0,31.0,20.0,480.0,305.0,2009_003255.xml
6.0,260.0,14.0,499.0,190.0,2009_003255.xml
6.0,34.0,18.0,327.0,83.0,2009_003255.xml
14.0,311.0,0.0,341.0,50.0,2009_003255.xml
6.0,233.0,2.0,308.0,48.0,2009_003255.xml
6.0,127.0,8.0,223.0,47.0,2009_003255.xml
14.0,248.0,41.0,499.0,262.0,2009_003257.xml
2.0,16.0,148.0,63.0,222.0,2009_003257.xml
14.0,136.0,38.0,147.0,53.0,2009_003257.xml
2.0,212.0,123.0,287.0,259.0,2009_003259.xml
12.0,306.0,83.0,499.0,289.0,2009_003261.xml
14.0,113.0,85.0,262.0,374.0,2009_003261.xml
14.0,0.0,17.0,214.0,374.0,2009_003261.xml
11.0,32.0,10.0,335.0,239.0,2009_003262.xml
14.0,129.0,0.0,293.0,74.0,2009_003262.xml
10.0,139.0,201.0,356.0,332.0,2009_003265.xml
8.0,117.0,250.0,255.0,332.0,2009_003265.xml
8.0,440.0,261.0,499.0,332.0,2009_003265.xml
8.0,442.0,198.0,470.0,278.0,2009_003265.xml
4.0,252.0,168.0,270.0,232.0,2009_003265.xml
14.0,221.0,32.0,420.0,216.0,2009_003265.xml
19.0,221.0,108.0,300.0,163.0,2009_003265.xml
14.0,286.0,126.0,448.0,332.0,2009_003265.xml
14.0,25.0,58.0,172.0,332.0,2009_003265.xml
14.0,132.0,106.0,226.0,221.0,2009_003265.xml
4.0,224.0,172.0,242.0,200.0,2009_003265.xml
8.0,4.0,192.0,30.0,296.0,2009_003265.xml
14.0,312.0,30.0,490.0,331.0,2009_003266.xml
14.0,151.0,54.0,316.0,331.0,2009_003266.xml
14.0,24.0,59.0,187.0,331.0,2009_003266.xml
14.0,13.0,83.0,68.0,331.0,2009_003266.xml
14.0,452.0,97.0,483.0,146.0,2009_003266.xml
14.0,429.0,94.0,453.0,126.0,2009_003266.xml
14.0,164.0,95.0,206.0,143.0,2009_003266.xml
14.0,255.0,63.0,343.0,147.0,2009_003266.xml
14.0,0.0,85.0,16.0,215.0,2009_003266.xml
6.0,175.0,342.0,324.0,434.0,2009_003267.xml
6.0,0.0,340.0,96.0,436.0,2009_003267.xml
14.0,121.0,77.0,499.0,374.0,2009_003269.xml
4.0,113.0,165.0,224.0,312.0,2009_003269.xml
6.0,206.0,188.0,266.0,272.0,2009_003269.xml
16.0,247.0,187.0,499.0,360.0,2009_003271.xml
16.0,354.0,145.0,499.0,299.0,2009_003271.xml
16.0,288.0,187.0,499.0,237.0,2009_003271.xml
11.0,92.0,165.0,148.0,238.0,2009_003271.xml
8.0,59.0,264.0,333.0,499.0,2009_003272.xml
8.0,316.0,204.0,374.0,499.0,2009_003272.xml
7.0,152.0,337.0,269.0,449.0,2009_003272.xml
14.0,25.0,62.0,333.0,499.0,2009_003272.xml
2.0,33.0,51.0,375.0,374.0,2009_003273.xml
5.0,55.0,156.0,326.0,280.0,2009_003276.xml
14.0,329.0,213.0,349.0,273.0,2009_003276.xml
11.0,23.0,0.0,499.0,297.0,2009_003277.xml
0.0,21.0,75.0,499.0,265.0,2009_003278.xml
10.0,0.0,318.0,374.0,499.0,2009_003282.xml
14.0,20.0,0.0,344.0,429.0,2009_003282.xml
14.0,24.0,0.0,117.0,114.0,2009_003282.xml
14.0,0.0,59.0,29.0,91.0,2009_003282.xml
3.0,80.0,5.0,451.0,306.0,2009_003284.xml
2.0,98.0,62.0,480.0,329.0,2009_003285.xml
15.0,99.0,34.0,282.0,499.0,2009_003288.xml
15.0,292.0,288.0,374.0,420.0,2009_003288.xml
14.0,4.0,47.0,287.0,462.0,2009_003290.xml
12.0,206.0,37.0,392.0,309.0,2009_003294.xml
14.0,212.0,26.0,312.0,181.0,2009_003294.xml
9.0,63.0,106.0,317.0,282.0,2009_003297.xml
18.0,83.0,51.0,408.0,261.0,2009_003299.xml
2.0,235.0,45.0,395.0,337.0,2009_003300.xml
11.0,86.0,47.0,265.0,278.0,2009_003301.xml
11.0,262.0,99.0,422.0,258.0,2009_003301.xml
15.0,0.0,0.0,73.0,187.0,2009_003301.xml
5.0,46.0,51.0,453.0,291.0,2009_003304.xml
12.0,271.0,138.0,355.0,323.0,2009_003305.xml
0.0,2.0,23.0,499.0,313.0,2009_003309.xml
14.0,176.0,56.0,355.0,374.0,2009_003310.xml
6.0,0.0,0.0,161.0,374.0,2009_003310.xml
6.0,93.0,0.0,499.0,318.0,2009_003310.xml
18.0,342.0,121.0,499.0,263.0,2009_003311.xml
18.0,0.0,116.0,416.0,266.0,2009_003311.xml
7.0,282.0,78.0,499.0,276.0,2009_003312.xml
2.0,241.0,140.0,268.0,174.0,2009_003315.xml
19.0,217.0,45.0,407.0,238.0,2009_003316.xml
8.0,311.0,105.0,460.0,314.0,2009_003317.xml
8.0,288.0,128.0,494.0,325.0,2009_003317.xml
8.0,58.0,102.0,187.0,317.0,2009_003317.xml
8.0,6.0,124.0,214.0,325.0,2009_003317.xml
10.0,95.0,95.0,401.0,325.0,2009_003317.xml
8.0,0.0,219.0,304.0,499.0,2009_003320.xml
14.0,125.0,162.0,228.0,414.0,2009_003320.xml
14.0,140.0,70.0,374.0,499.0,2009_003320.xml
14.0,157.0,183.0,224.0,371.0,2009_003323.xml
12.0,196.0,153.0,338.0,477.0,2009_003323.xml
8.0,111.0,226.0,170.0,303.0,2009_003326.xml
15.0,264.0,138.0,297.0,190.0,2009_003326.xml
15.0,293.0,159.0,321.0,188.0,2009_003326.xml
8.0,43.0,49.0,431.0,481.0,2009_003327.xml
18.0,0.0,25.0,482.0,338.0,2009_003333.xml
14.0,130.0,149.0,199.0,331.0,2009_003338.xml
14.0,167.0,152.0,258.0,331.0,2009_003338.xml
14.0,276.0,121.0,364.0,331.0,2009_003338.xml
12.0,0.0,33.0,272.0,331.0,2009_003338.xml
12.0,231.0,112.0,499.0,331.0,2009_003338.xml
14.0,381.0,140.0,402.0,158.0,2009_003338.xml
14.0,458.0,134.0,467.0,143.0,2009_003338.xml
14.0,477.0,129.0,499.0,169.0,2009_003338.xml
14.0,356.0,135.0,374.0,150.0,2009_003338.xml
14.0,170.0,24.0,470.0,331.0,2009_003340.xml
1.0,19.0,184.0,298.0,499.0,2009_003343.xml
3.0,132.0,23.0,350.0,333.0,2009_003345.xml
13.0,0.0,205.0,160.0,458.0,2009_003346.xml
13.0,179.0,198.0,333.0,463.0,2009_003346.xml
4.0,209.0,109.0,282.0,314.0,2009_003347.xml
14.0,45.0,0.0,463.0,374.0,2009_003347.xml
18.0,0.0,148.0,322.0,219.0,2009_003348.xml
14.0,228.0,14.0,499.0,272.0,2009_003349.xml
10.0,167.0,236.0,499.0,332.0,2009_003349.xml
4.0,152.0,17.0,244.0,181.0,2009_003349.xml
7.0,0.0,5.0,488.0,374.0,2009_003350.xml
14.0,230.0,249.0,265.0,294.0,2009_003351.xml
14.0,232.0,266.0,272.0,343.0,2009_003351.xml
8.0,271.0,284.0,297.0,331.0,2009_003351.xml
14.0,48.0,239.0,64.0,281.0,2009_003351.xml
14.0,63.0,244.0,76.0,277.0,2009_003351.xml
15.0,46.0,275.0,68.0,317.0,2009_003351.xml
15.0,14.0,287.0,40.0,339.0,2009_003351.xml
13.0,69.0,269.0,164.0,329.0,2009_003351.xml
15.0,156.0,331.0,233.0,373.0,2009_003351.xml
15.0,417.0,321.0,479.0,374.0,2009_003351.xml
3.0,23.0,80.0,499.0,316.0,2009_003351.xml
8.0,0.0,105.0,78.0,236.0,2009_003352.xml
8.0,71.0,105.0,178.0,240.0,2009_003352.xml
8.0,173.0,103.0,271.0,239.0,2009_003352.xml
8.0,345.0,104.0,449.0,240.0,2009_003352.xml
8.0,451.0,100.0,499.0,238.0,2009_003352.xml
1.0,0.0,237.0,238.0,374.0,2009_003353.xml
1.0,188.0,201.0,417.0,374.0,2009_003353.xml
14.0,246.0,86.0,375.0,374.0,2009_003353.xml
6.0,41.0,94.0,453.0,259.0,2009_003360.xml
14.0,0.0,29.0,52.0,179.0,2009_003361.xml
14.0,0.0,74.0,160.0,206.0,2009_003361.xml
14.0,92.0,83.0,270.0,269.0,2009_003361.xml
14.0,212.0,61.0,359.0,269.0,2009_003361.xml
10.0,0.0,201.0,167.0,269.0,2009_003361.xml
14.0,357.0,102.0,499.0,319.0,2009_003363.xml
14.0,333.0,140.0,453.0,374.0,2009_003363.xml
14.0,268.0,140.0,357.0,374.0,2009_003363.xml
14.0,209.0,147.0,277.0,341.0,2009_003363.xml
14.0,93.0,127.0,223.0,346.0,2009_003363.xml
4.0,154.0,263.0,173.0,323.0,2009_003363.xml
14.0,0.0,132.0,104.0,374.0,2009_003363.xml
14.0,0.0,21.0,129.0,370.0,2009_003365.xml
12.0,110.0,194.0,332.0,499.0,2009_003365.xml
19.0,70.0,0.0,421.0,274.0,2009_003367.xml
19.0,42.0,229.0,384.0,456.0,2009_003367.xml
11.0,182.0,173.0,312.0,362.0,2009_003369.xml
11.0,79.0,270.0,182.0,380.0,2009_003369.xml
0.0,8.0,61.0,499.0,228.0,2009_003372.xml
17.0,107.0,181.0,402.0,374.0,2009_003373.xml
17.0,0.0,202.0,103.0,331.0,2009_003373.xml
19.0,195.0,109.0,224.0,178.0,2009_003373.xml
11.0,81.0,154.0,474.0,374.0,2009_003375.xml
6.0,12.0,34.0,494.0,315.0,2009_003376.xml
6.0,278.0,44.0,499.0,205.0,2009_003376.xml
15.0,0.0,34.0,47.0,143.0,2009_003377.xml
17.0,0.0,124.0,499.0,441.0,2009_003377.xml
2.0,219.0,33.0,423.0,455.0,2009_003378.xml
14.0,463.0,155.0,489.0,219.0,2009_003379.xml
14.0,322.0,131.0,363.0,220.0,2009_003379.xml
14.0,297.0,152.0,325.0,218.0,2009_003379.xml
14.0,153.0,93.0,247.0,248.0,2009_003379.xml
14.0,125.0,77.0,185.0,246.0,2009_003379.xml
14.0,194.0,99.0,229.0,234.0,2009_003379.xml
14.0,102.0,137.0,126.0,218.0,2009_003379.xml
7.0,0.0,0.0,415.0,416.0,2009_003380.xml
1.0,18.0,23.0,471.0,315.0,2009_003381.xml
5.0,24.0,21.0,464.0,314.0,2009_003383.xml
14.0,440.0,166.0,464.0,262.0,2009_003383.xml
15.0,0.0,98.0,58.0,269.0,2009_003384.xml
5.0,0.0,10.0,489.0,499.0,2009_003385.xml
14.0,431.0,209.0,474.0,267.0,2009_003385.xml
14.0,485.0,220.0,499.0,292.0,2009_003385.xml
14.0,459.0,222.0,499.0,296.0,2009_003385.xml
5.0,315.0,135.0,349.0,223.0,2009_003385.xml
6.0,0.0,211.0,59.0,233.0,2009_003386.xml
6.0,242.0,207.0,313.0,235.0,2009_003386.xml
6.0,302.0,212.0,337.0,227.0,2009_003386.xml
6.0,0.0,113.0,499.0,331.0,2009_003387.xml
6.0,1.0,95.0,93.0,187.0,2009_003387.xml
19.0,113.0,53.0,163.0,90.0,2009_003387.xml
19.0,36.0,56.0,89.0,90.0,2009_003387.xml
17.0,0.0,55.0,469.0,336.0,2009_003394.xml
11.0,8.0,43.0,336.0,374.0,2009_003395.xml
11.0,152.0,0.0,479.0,208.0,2009_003395.xml
0.0,0.0,104.0,499.0,270.0,2009_003396.xml
2.0,103.0,126.0,346.0,312.0,2009_003399.xml
3.0,255.0,77.0,355.0,206.0,2009_003400.xml
3.0,326.0,93.0,421.0,196.0,2009_003400.xml
3.0,89.0,62.0,265.0,222.0,2009_003400.xml
3.0,2.0,78.0,190.0,227.0,2009_003400.xml
3.0,0.0,72.0,97.0,198.0,2009_003400.xml
11.0,24.0,11.0,395.0,293.0,2009_003402.xml
6.0,19.0,95.0,413.0,249.0,2009_003406.xml
18.0,71.0,116.0,420.0,243.0,2009_003407.xml
14.0,36.0,57.0,274.0,334.0,2009_003409.xml
17.0,0.0,197.0,475.0,334.0,2009_003409.xml
13.0,63.0,117.0,323.0,481.0,2009_003411.xml
7.0,163.0,78.0,332.0,280.0,2009_003415.xml
8.0,100.0,15.0,398.0,221.0,2009_003415.xml
8.0,0.0,0.0,129.0,185.0,2009_003415.xml
14.0,105.0,0.0,499.0,280.0,2009_003415.xml
13.0,88.0,123.0,322.0,282.0,2009_003416.xml
6.0,0.0,113.0,226.0,227.0,2009_003416.xml
2.0,72.0,103.0,121.0,265.0,2009_003417.xml
2.0,269.0,178.0,303.0,209.0,2009_003417.xml
7.0,0.0,0.0,499.0,332.0,2009_003419.xml
5.0,27.0,11.0,481.0,302.0,2009_003422.xml
14.0,324.0,63.0,355.0,93.0,2009_003422.xml
14.0,377.0,57.0,424.0,90.0,2009_003422.xml
16.0,277.0,1.0,499.0,263.0,2009_003425.xml
14.0,0.0,0.0,265.0,373.0,2009_003425.xml
16.0,37.0,35.0,374.0,499.0,2009_003430.xml
14.0,189.0,132.0,234.0,233.0,2009_003431.xml
18.0,0.0,113.0,499.0,241.0,2009_003433.xml
18.0,95.0,30.0,499.0,374.0,2009_003436.xml
18.0,0.0,147.0,96.0,333.0,2009_003436.xml
10.0,232.0,309.0,441.0,373.0,2009_003440.xml
8.0,170.0,358.0,231.0,373.0,2009_003440.xml
8.0,205.0,279.0,265.0,373.0,2009_003440.xml
15.0,273.0,154.0,466.0,306.0,2009_003440.xml
15.0,91.0,178.0,143.0,299.0,2009_003440.xml
8.0,165.0,212.0,227.0,285.0,2009_003440.xml
8.0,244.0,213.0,305.0,284.0,2009_003440.xml
17.0,187.0,178.0,274.0,219.0,2009_003440.xml
15.0,211.0,178.0,238.0,222.0,2009_003440.xml
15.0,273.0,179.0,293.0,192.0,2009_003440.xml
8.0,92.0,199.0,159.0,267.0,2009_003440.xml
8.0,115.0,191.0,170.0,249.0,2009_003440.xml
15.0,128.0,152.0,180.0,211.0,2009_003440.xml
17.0,52.0,132.0,499.0,374.0,2009_003441.xml
14.0,314.0,136.0,472.0,374.0,2009_003441.xml
14.0,66.0,81.0,237.0,374.0,2009_003441.xml
14.0,77.0,68.0,293.0,374.0,2009_003441.xml
14.0,482.0,164.0,499.0,312.0,2009_003441.xml
2.0,202.0,125.0,243.0,158.0,2009_003443.xml
12.0,124.0,157.0,186.0,179.0,2009_003445.xml
12.0,55.0,181.0,170.0,235.0,2009_003445.xml
12.0,277.0,185.0,319.0,230.0,2009_003445.xml
12.0,343.0,154.0,381.0,173.0,2009_003445.xml
12.0,337.0,182.0,357.0,221.0,2009_003445.xml
12.0,341.0,169.0,418.0,214.0,2009_003445.xml
13.0,160.0,255.0,197.0,314.0,2009_003446.xml
14.0,162.0,235.0,198.0,295.0,2009_003446.xml
5.0,70.0,68.0,427.0,307.0,2009_003447.xml
6.0,436.0,184.0,468.0,217.0,2009_003447.xml
6.0,424.0,183.0,440.0,218.0,2009_003447.xml
6.0,0.0,174.0,58.0,230.0,2009_003447.xml
6.0,55.0,188.0,70.0,217.0,2009_003447.xml
14.0,328.0,160.0,369.0,200.0,2009_003447.xml
2.0,59.0,263.0,346.0,426.0,2009_003450.xml
18.0,132.0,118.0,499.0,308.0,2009_003453.xml
14.0,52.0,217.0,131.0,333.0,2009_003453.xml
14.0,126.0,143.0,210.0,434.0,2009_003454.xml
14.0,82.0,202.0,118.0,310.0,2009_003454.xml
14.0,49.0,174.0,93.0,363.0,2009_003454.xml
9.0,1.0,283.0,296.0,434.0,2009_003455.xml
0.0,0.0,34.0,499.0,269.0,2009_003456.xml
7.0,48.0,246.0,230.0,345.0,2009_003457.xml
5.0,71.0,37.0,397.0,327.0,2009_003458.xml
5.0,396.0,111.0,430.0,170.0,2009_003458.xml
5.0,0.0,75.0,149.0,240.0,2009_003458.xml
17.0,203.0,244.0,332.0,382.0,2009_003459.xml
15.0,0.0,291.0,37.0,499.0,2009_003459.xml
15.0,0.0,160.0,41.0,264.0,2009_003459.xml
14.0,67.0,309.0,173.0,456.0,2009_003459.xml
16.0,50.0,308.0,62.0,324.0,2009_003460.xml
16.0,83.0,315.0,106.0,324.0,2009_003460.xml
16.0,123.0,310.0,145.0,319.0,2009_003460.xml
16.0,147.0,313.0,173.0,326.0,2009_003460.xml
16.0,217.0,312.0,238.0,326.0,2009_003460.xml
16.0,246.0,313.0,275.0,333.0,2009_003460.xml
16.0,253.0,312.0,278.0,322.0,2009_003460.xml
16.0,304.0,308.0,329.0,319.0,2009_003460.xml
16.0,251.0,307.0,273.0,314.0,2009_003460.xml
16.0,358.0,316.0,382.0,324.0,2009_003460.xml
16.0,412.0,317.0,426.0,324.0,2009_003460.xml
16.0,277.0,322.0,322.0,357.0,2009_003460.xml
5.0,18.0,61.0,446.0,303.0,2009_003461.xml
3.0,15.0,192.0,100.0,214.0,2009_003462.xml
14.0,480.0,216.0,493.0,246.0,2009_003462.xml
3.0,100.0,205.0,131.0,218.0,2009_003462.xml
11.0,151.0,75.0,499.0,374.0,2009_003466.xml
11.0,73.0,32.0,324.0,460.0,2009_003467.xml
14.0,177.0,20.0,499.0,374.0,2009_003468.xml
10.0,0.0,303.0,279.0,374.0,2009_003468.xml
14.0,0.0,19.0,108.0,313.0,2009_003468.xml
4.0,0.0,245.0,89.0,374.0,2009_003468.xml
1.0,32.0,9.0,458.0,310.0,2009_003469.xml
15.0,356.0,234.0,401.0,343.0,2009_003476.xml
15.0,370.0,215.0,408.0,302.0,2009_003476.xml
15.0,287.0,221.0,342.0,318.0,2009_003476.xml
15.0,300.0,201.0,357.0,283.0,2009_003476.xml
15.0,236.0,228.0,285.0,306.0,2009_003476.xml
15.0,162.0,189.0,249.0,337.0,2009_003476.xml
12.0,110.0,168.0,389.0,319.0,2009_003481.xml
12.0,63.0,99.0,170.0,255.0,2009_003481.xml
12.0,157.0,110.0,363.0,185.0,2009_003481.xml
14.0,386.0,127.0,451.0,245.0,2009_003482.xml
14.0,338.0,80.0,410.0,280.0,2009_003482.xml
14.0,288.0,139.0,308.0,172.0,2009_003482.xml
14.0,125.0,79.0,217.0,163.0,2009_003482.xml
14.0,9.0,82.0,171.0,369.0,2009_003482.xml
3.0,1.0,0.0,499.0,374.0,2009_003482.xml
2.0,188.0,64.0,332.0,183.0,2009_003487.xml
0.0,0.0,143.0,332.0,386.0,2009_003488.xml
14.0,56.0,163.0,202.0,404.0,2009_003488.xml
7.0,89.0,72.0,499.0,314.0,2009_003489.xml
14.0,59.0,84.0,221.0,374.0,2009_003490.xml
5.0,29.0,38.0,366.0,249.0,2009_003491.xml
5.0,364.0,86.0,450.0,171.0,2009_003491.xml
5.0,448.0,96.0,496.0,149.0,2009_003491.xml
14.0,479.0,122.0,494.0,158.0,2009_003491.xml
18.0,66.0,73.0,178.0,127.0,2009_003492.xml
14.0,134.0,3.0,290.0,410.0,2009_003494.xml
8.0,136.0,286.0,300.0,499.0,2009_003494.xml
8.0,0.0,312.0,102.0,476.0,2009_003494.xml
8.0,175.0,306.0,272.0,443.0,2009_003494.xml
18.0,0.0,186.0,428.0,456.0,2009_003497.xml
2.0,115.0,63.0,376.0,301.0,2009_003498.xml
11.0,233.0,206.0,429.0,327.0,2009_003499.xml
14.0,104.0,41.0,205.0,315.0,2009_003499.xml
14.0,152.0,44.0,212.0,170.0,2009_003499.xml
6.0,44.0,1.0,414.0,332.0,2009_003500.xml
3.0,0.0,208.0,111.0,266.0,2009_003504.xml
3.0,59.0,148.0,405.0,297.0,2009_003504.xml
15.0,223.0,258.0,244.0,289.0,2009_003507.xml
15.0,320.0,281.0,333.0,309.0,2009_003507.xml
8.0,251.0,307.0,333.0,467.0,2009_003507.xml
8.0,135.0,307.0,248.0,499.0,2009_003507.xml
8.0,117.0,339.0,280.0,499.0,2009_003507.xml
10.0,138.0,329.0,332.0,499.0,2009_003507.xml
8.0,357.0,126.0,386.0,165.0,2009_003508.xml
8.0,361.0,155.0,389.0,190.0,2009_003508.xml
8.0,455.0,254.0,499.0,319.0,2009_003508.xml
8.0,412.0,225.0,454.0,279.0,2009_003508.xml
8.0,412.0,193.0,447.0,244.0,2009_003508.xml
8.0,343.0,171.0,377.0,216.0,2009_003508.xml
8.0,354.0,236.0,389.0,288.0,2009_003508.xml
8.0,311.0,164.0,339.0,213.0,2009_003508.xml
8.0,323.0,264.0,358.0,317.0,2009_003508.xml
8.0,285.0,291.0,326.0,345.0,2009_003508.xml
8.0,237.0,313.0,273.0,369.0,2009_003508.xml
8.0,197.0,313.0,235.0,374.0,2009_003508.xml
8.0,257.0,236.0,291.0,292.0,2009_003508.xml
8.0,219.0,179.0,248.0,229.0,2009_003508.xml
8.0,229.0,135.0,260.0,180.0,2009_003508.xml
8.0,173.0,124.0,198.0,163.0,2009_003508.xml
8.0,143.0,142.0,168.0,194.0,2009_003508.xml
8.0,153.0,211.0,187.0,265.0,2009_003508.xml
16.0,273.0,179.0,306.0,208.0,2009_003509.xml
9.0,61.0,29.0,411.0,451.0,2009_003510.xml
3.0,183.0,215.0,294.0,268.0,2009_003511.xml
11.0,0.0,18.0,374.0,499.0,2009_003513.xml
4.0,114.0,36.0,239.0,488.0,2009_003517.xml
1.0,73.0,65.0,421.0,374.0,2009_003519.xml
14.0,420.0,22.0,499.0,181.0,2009_003519.xml
10.0,178.0,176.0,363.0,332.0,2009_003520.xml
8.0,152.0,171.0,246.0,325.0,2009_003520.xml
8.0,204.0,159.0,248.0,178.0,2009_003520.xml
8.0,281.0,163.0,312.0,189.0,2009_003520.xml
8.0,280.0,169.0,343.0,303.0,2009_003520.xml
8.0,369.0,171.0,450.0,275.0,2009_003520.xml
9.0,186.0,40.0,385.0,294.0,2009_003521.xml
9.0,130.0,103.0,191.0,193.0,2009_003521.xml
13.0,299.0,51.0,464.0,355.0,2009_003522.xml
3.0,192.0,99.0,266.0,154.0,2009_003522.xml
19.0,110.0,107.0,447.0,349.0,2009_003523.xml
0.0,7.0,78.0,493.0,237.0,2009_003524.xml
7.0,243.0,117.0,312.0,219.0,2009_003528.xml
12.0,70.0,51.0,370.0,298.0,2009_003530.xml
14.0,0.0,69.0,65.0,303.0,2009_003530.xml
2.0,0.0,56.0,482.0,374.0,2009_003531.xml
12.0,60.0,36.0,424.0,353.0,2009_003533.xml
18.0,61.0,52.0,439.0,281.0,2009_003534.xml
18.0,1.0,61.0,100.0,262.0,2009_003534.xml
14.0,418.0,136.0,439.0,201.0,2009_003534.xml
14.0,470.0,141.0,492.0,210.0,2009_003534.xml
14.0,449.0,139.0,472.0,200.0,2009_003534.xml
19.0,46.0,110.0,194.0,243.0,2009_003537.xml
11.0,242.0,12.0,499.0,302.0,2009_003538.xml
11.0,0.0,94.0,499.0,374.0,2009_003538.xml
13.0,111.0,47.0,385.0,391.0,2009_003539.xml
14.0,247.0,71.0,471.0,333.0,2009_003540.xml
14.0,43.0,136.0,200.0,333.0,2009_003540.xml
16.0,34.0,46.0,438.0,491.0,2009_003541.xml
7.0,281.0,0.0,429.0,115.0,2009_003541.xml
9.0,188.0,35.0,499.0,332.0,2009_003542.xml
18.0,11.0,124.0,479.0,246.0,2009_003543.xml
8.0,77.0,129.0,257.0,439.0,2009_003544.xml
10.0,125.0,197.0,499.0,374.0,2009_003545.xml
8.0,355.0,273.0,499.0,374.0,2009_003545.xml
8.0,135.0,227.0,302.0,374.0,2009_003545.xml
8.0,155.0,185.0,236.0,221.0,2009_003545.xml
8.0,246.0,176.0,310.0,215.0,2009_003545.xml
8.0,424.0,184.0,499.0,229.0,2009_003545.xml
17.0,431.0,163.0,499.0,197.0,2009_003545.xml
0.0,13.0,91.0,487.0,198.0,2009_003546.xml
0.0,472.0,172.0,499.0,213.0,2009_003546.xml
6.0,44.0,49.0,468.0,237.0,2009_003549.xml
19.0,186.0,154.0,480.0,438.0,2009_003551.xml
19.0,0.0,0.0,165.0,499.0,2009_003551.xml
19.0,133.0,121.0,215.0,201.0,2009_003554.xml
8.0,385.0,165.0,469.0,252.0,2009_003554.xml
5.0,81.0,37.0,300.0,278.0,2009_003555.xml
6.0,263.0,149.0,304.0,177.0,2009_003560.xml
13.0,270.0,171.0,289.0,201.0,2009_003560.xml
13.0,272.0,158.0,290.0,182.0,2009_003560.xml
13.0,212.0,257.0,243.0,293.0,2009_003560.xml
13.0,199.0,237.0,226.0,265.0,2009_003560.xml
4.0,51.0,4.0,257.0,485.0,2009_003562.xml
14.0,20.0,185.0,165.0,499.0,2009_003563.xml
14.0,102.0,58.0,196.0,259.0,2009_003563.xml
14.0,196.0,109.0,332.0,499.0,2009_003563.xml
17.0,0.0,195.0,314.0,374.0,2009_003564.xml
15.0,300.0,125.0,432.0,245.0,2009_003564.xml
12.0,38.0,98.0,352.0,344.0,2009_003565.xml
5.0,72.0,138.0,406.0,297.0,2009_003566.xml
6.0,22.0,196.0,55.0,206.0,2009_003566.xml
9.0,197.0,181.0,363.0,294.0,2009_003569.xml
9.0,106.0,180.0,162.0,279.0,2009_003569.xml
9.0,191.0,163.0,317.0,271.0,2009_003569.xml
9.0,142.0,175.0,207.0,257.0,2009_003569.xml
0.0,8.0,84.0,489.0,213.0,2009_003571.xml
12.0,184.0,81.0,384.0,287.0,2009_003572.xml
13.0,133.0,107.0,230.0,298.0,2009_003576.xml
14.0,227.0,125.0,388.0,333.0,2009_003576.xml
10.0,0.0,230.0,428.0,374.0,2009_003577.xml
14.0,90.0,61.0,260.0,256.0,2009_003577.xml
14.0,262.0,71.0,456.0,313.0,2009_003577.xml
8.0,78.0,148.0,272.0,241.0,2009_003577.xml
8.0,393.0,165.0,460.0,374.0,2009_003577.xml
8.0,458.0,141.0,499.0,193.0,2009_003577.xml
14.0,431.0,59.0,499.0,168.0,2009_003577.xml
14.0,453.0,93.0,499.0,168.0,2009_003577.xml
14.0,368.0,97.0,389.0,117.0,2009_003577.xml
14.0,343.0,88.0,360.0,129.0,2009_003577.xml
10.0,363.0,130.0,394.0,162.0,2009_003577.xml
10.0,396.0,124.0,409.0,158.0,2009_003577.xml
10.0,401.0,118.0,414.0,147.0,2009_003577.xml
17.0,0.0,236.0,310.0,471.0,2009_003581.xml
14.0,64.0,137.0,279.0,499.0,2009_003581.xml
18.0,146.0,100.0,308.0,262.0,2009_003583.xml
4.0,0.0,0.0,194.0,499.0,2009_003588.xml
4.0,231.0,157.0,390.0,499.0,2009_003588.xml
6.0,30.0,91.0,468.0,311.0,2009_003589.xml
5.0,4.0,125.0,465.0,287.0,2009_003592.xml
6.0,467.0,205.0,499.0,238.0,2009_003592.xml
14.0,62.0,186.0,86.0,205.0,2009_003592.xml
14.0,0.0,72.0,374.0,499.0,2009_003594.xml
14.0,146.0,242.0,274.0,499.0,2009_003594.xml
14.0,0.0,406.0,52.0,499.0,2009_003594.xml
14.0,89.0,345.0,154.0,475.0,2009_003594.xml
13.0,33.0,43.0,473.0,299.0,2009_003598.xml
14.0,147.0,41.0,319.0,198.0,2009_003598.xml
3.0,114.0,26.0,498.0,336.0,2009_003600.xml
3.0,78.0,45.0,191.0,163.0,2009_003600.xml
6.0,30.0,37.0,53.0,59.0,2009_003600.xml
7.0,0.0,0.0,452.0,312.0,2009_003601.xml
7.0,119.0,35.0,499.0,331.0,2009_003605.xml
17.0,0.0,0.0,499.0,331.0,2009_003605.xml
2.0,246.0,17.0,436.0,291.0,2009_003606.xml
17.0,193.0,148.0,499.0,374.0,2009_003607.xml
17.0,0.0,76.0,284.0,296.0,2009_003607.xml
0.0,133.0,73.0,459.0,223.0,2009_003608.xml
14.0,0.0,0.0,333.0,499.0,2009_003609.xml
4.0,252.0,276.0,333.0,499.0,2009_003609.xml
11.0,34.0,19.0,499.0,374.0,2009_003612.xml
17.0,59.0,288.0,227.0,359.0,2009_003613.xml
5.0,53.0,114.0,410.0,297.0,2009_003614.xml
